Date,AAPL,AMZN,GOOG,IBM,INTC,META,ORCL,NVDA,MSFT,TSLA
11/28/2022,0,74943100,0,0,0,0,0,0,0,92905200
11/29/2022,0,0,0,2754700,24361500,0,0,0,0,0
11/30/2022,111380900,102805800,39888100,6377600,72072500,43348600,9610300,56529800,47594200,109186400
12/1/2022,71250400,0,0,0,0,36551400,6127200,47097700,26041500,0
12/2/2022,65447400,0,18821500,2900000,31546000,39950500,4798900,37138900,21528500,73645900
12/5/2022,0,0,19955500,0,0,35474900,0,0,0,0
12/6/2022,0,0,0,2847600,0,0,0,0,0,0
12/7/2022,0,68086900,0,0,28239900,29461100,5105500,37238800,0,0
12/8/2022,62128300,73305900,0,0,28486100,0,5918700,51545600,22611800,97624500
12/9/2022,0,67398500,0,0,0,26033400,6850800,0,20609700,104872300
12/12/2022,70462700,61999800,27380900,4032800,35117900,0,15807600,45732800,30665100,0
12/13/2022,0,0,0,8811500,0,0,0,0,0,0
12/14/2022,0,0,0,0,0,36922000,11183100,0,35410900,0
12/15/2022,0,0,0,0,0,0,0,0,0,122334500
12/16/2022,0,0,0,0,0,0,0,0,0,0
12/19/2022,0,0,0,0,0,0,7738800,0,0,0
12/20/2022,77432800,0,21976800,5156500,0,28742500,6390200,40326000,25150800,0
12/21/2022,85928000,59267200,20336400,3793700,28100900,20392800,5932400,32502500,23690600,0
12/22/2022,0,0,0,0,0,0,0,0,0,0
12/23/2022,63814900,57433700,17815000,2092500,23600900,17796600,4129100,34932600,21207000,0
12/27/2022,0,0,0,2742400,29548100,0,4290700,0,0,0
12/28/2022,0,0,0,0,0,0,0,35106600,0,221070500
12/29/2022,75703700,54995900,18280700,2337200,30944800,22366200,3867800,35492300,19770700,221923300
12/30/2022,77034200,62401200,19190300,2858000,31030100,19583800,5375700,31049000,21938500,157777300
1/3/2023,0,76706000,0,3338600,0,35528500,8997500,0,0,0
1/4/2023,0,0,0,3869200,37665200,0,7836200,43132400,0,180389000
1/5/2023,0,0,0,0,33552600,25447100,0,0,0,0
1/6/2023,87754700,83303400,26612600,3574000,31788600,27584500,8641600,40504400,43613600,220911100
1/9/2023,0,0,0,0,37493200,0,0,50423100,27369800,190284000
1/10/2023,63896200,67756600,22855600,2152100,23008100,28684400,5703300,38410100,27033900,0
1/11/2023,69458900,103126200,25998800,3268700,30375400,25423000,8359700,35328500,28669300,183810800
1/12/2023,0,0,0,2715900,28963900,30757700,6071100,55140900,27269500,169400900
1/13/2023,57809700,85549400,18630700,2455700,31361900,22423800,5090800,44728700,21333300,180714100
1/17/2023,63646600,0,0,0,0,0,0,51110200,29831300,186477000
1/18/2023,0,0,0,0,0,0,0,0,0,0
1/19/2023,58280400,0,28707700,4833900,0,28625200,0,0,0,0
1/20/2023,80223600,67481500,53704800,0,35158500,28688600,5567300,56496700,35389800,138858100
1/23/2023,81760300,0,31791800,5898400,38795800,27470100,7390200,65516300,31934000,203119200
1/24/2023,66435100,0,0,4407600,0,21970200,7004600,49620400,0,158699100
1/25/2023,65799300,94261600,0,7347500,28268000,26622000,5896800,44953700,66526600,192734300
1/26/2023,54105100,68523600,24542100,0,56088100,25482100,0,48953500,33454500,234815100
1/27/2023,70555800,87775600,29020400,0,148548200,35771900,0,54214200,0,306590600
1/30/2023,0,0,0,5375700,55145800,0,0,0,0,0
1/31/2023,65874500,66527300,22306800,0,52621600,29842100,6200400,49801700,26541100,196813500
2/1/2023,77663600,80450100,26392600,5428900,63330600,55661000,6141300,66047700,31259900,213806300
2/2/2023,118339000,158154200,46622600,6107800,62230700,150475700,0,56427600,39940400,217448300
2/3/2023,154357300,0,36823400,3755700,57603100,76809700,5671800,42936600,0,232662000
2/6/2023,0,0,25573000,4841300,0,0,0,45219700,0,186188100
2/7/2023,83322600,119501300,33738800,3737600,50780800,47080700,0,66415000,50841400,186010300
2/8/2023,0,0,0,4593700,0,0,0,0,0,180673600
2/9/2023,0,0,0,0,0,0,0,0,0,0
2/10/2023,57450700,52740100,0,5049600,31232500,0,5318400,0,25818500,0
2/13/2023,62199000,52841500,0,4403000,32347500,31463200,5560900,47491900,44630900,172475500
2/14/2023,61707600,56202900,42513100,0,27928900,24034600,7484800,67547400,0,216455700
2/15/2023,65573800,47957600,36964500,2506700,23359400,25308900,0,42057500,28922400,181006400
2/16/2023,68167900,0,35642100,0,0,0,5942500,0,0,0
2/17/2023,59144100,0,0,3466200,0,24171300,6398400,0,0,213738500
2/21/2023,0,0,0,0,0,0,0,0,0,0
2/22/2023,51011300,59534100,0,0,0,22433200,0,51318400,0,191828500
2/23/2023,0,0,0,0,0,20017800,8637100,111799500,0,0
2/24/2023,0,0,0,3015800,0,19791300,7659200,58971600,0,142228100
2/27/2023,44998500,0,22724300,0,0,0,0,0,0,161028300
2/28/2023,50547000,43959300,30546900,0,0,46051100,0,0,22491000,0
3/1/2023,0,0,26323900,0,47823400,0,0,0,0,0
3/2/2023,52238100,55509400,23328600,3340100,48309300,17352000,5293600,38941500,24808200,181500700
3/3/2023,70732300,55759600,30242500,2860300,36744900,45877700,5498500,41239300,30760100,154193300
3/6/2023,87558000,0,28288200,3131200,0,0,7424800,0,24109800,0
3/7/2023,0,0,0,0,0,0,0,0,0,0
3/8/2023,47204800,44899100,25395200,0,36071900,19432400,5159200,51357300,0,0
3/9/2023,0,0,0,0,54886100,0,0,0,0,0
3/10/2023,0,0,0,0,65187000,0,0,0,0,0
3/13/2023,84457100,72397100,31508600,8188400,50977000,24728000,10299800,42189000,33339700,167790300
3/14/2023,73695900,60912700,32303900,0,47689800,41642600,0,47491000,33620300,143717900
3/15/2023,77167900,70731800,38367300,5989300,49322800,42123600,0,52448600,46028000,0
3/16/2023,76161100,84446900,54499500,6438700,75779500,50447100,10148100,58325300,54768800,121136800
3/17/2023,0,0,76140300,0,0,0,13065800,0,69527400,0
3/20/2023,73641400,0,26033900,4588300,0,0,9177300,43274700,0,129684400
3/21/2023,73938300,58597300,33122800,0,0,0,6683700,54740800,0,153391400
3/22/2023,0,0,0,0,0,0,7233700,79729500,0,0
3/23/2023,67622100,0,31385800,0,43785500,27389700,0,56488900,0,0
3/24/2023,59196500,56095400,25236200,3812300,55912100,27716400,5852100,0,28172000,0
3/27/2023,0,0,0,6524100,0,0,8170100,0,0,0
3/28/2023,0,0,0,2888900,37407900,19127300,0,0,0,0
3/29/2023,51305700,49783300,0,0,85556200,18851100,5233600,39369400,25087000,123660000
3/30/2023,49501700,53633400,0,0,70077600,22608300,0,36451600,0,0
3/31/2023,68749800,56750300,28108000,4524700,59765000,25440300,10476300,43393300,32766000,170222100
4/3/2023,56976200,41135700,20719900,3840100,0,17924600,8410900,39871600,24883300,0
4/4/2023,0,48662500,20377200,0,55714100,21026400,6651500,0,0,0
4/5/2023,0,0,0,2898700,39615700,0,7478800,51501500,0,0
4/6/2023,45390100,43808000,34684200,0,28551900,26104400,9146200,39765400,29770300,123857900
4/10/2023,47716900,37261200,0,2614400,0,16106100,0,39527900,23103000,142154600
4/11/2023,0,0,0,0,0,0,8196000,0,0,115770900
4/12/2023,0,0,0,0,0,0,0,0,0,0
4/13/2023,68445600,67925100,21650700,0,29722300,23310400,6240200,0,24222700,112933000
4/14/2023,49386500,51450500,20758700,0,0,21591200,6485100,39566000,0,96438700
4/17/2023,41516200,0,29043400,0,29601100,0,0,32147100,0,116662200
4/18/2023,49923000,0,0,0,0,0,7219400,60481200,0,0
4/19/2023,47720200,58398900,16732000,0,25746600,15898100,4766200,35866000,17150300,125732700
4/20/2023,52456400,57696900,22515300,0,30255100,0,0,0,23244400,0
4/21/2023,0,86774200,0,0,0,17717200,7335800,34510300,21676400,123539000
4/24/2023,41949600,0,21410900,0,0,0,4901700,33928200,0,0
4/25/2023,0,0,0,4275400,0,0,0,0,0,121999300
4/26/2023,45498800,0,0,4070200,0,0,0,0,0,0
4/27/2023,64902300,149961200,38235200,3204900,60186200,0,5615700,0,46462600,127015200
4/28/2023,55209200,0,23957900,0,0,39554000,8498500,29168700,36446700,122515800
5/1/2023,52472900,0,0,0,0,29143900,5459800,57032900,0,0
5/2/2023,0,73469400,0,0,0,0,0,0,0,0
5/3/2023,0,0,0,0,45554500,0,0,0,0,119728000
5/4/2023,81235400,0,0,0,46104000,0,0,0,0,0
5/5/2023,113316400,56912900,20705300,4970800,0,26978900,8062700,36101400,28181200,107440900
5/8/2023,55962800,49430900,17266000,0,30882800,16400500,0,34497900,0,0
5/9/2023,0,44089400,0,0,0,16865600,0,0,0,88965000
5/10/2023,53724500,78627600,47533500,4189200,0,0,5935300,0,30078000,0
5/11/2023,0,74924800,57115100,0,0,20449000,0,0,31680200,103889900
5/12/2023,0,0,31272500,4560500,0,0,4994700,0,0,0
5/15/2023,0,53011100,22107900,2915700,28717500,20653200,0,29392600,16336500,0
5/16/2023,42110300,71472900,32370100,2748400,0,18163800,6896500,44940500,26730300,98288800
5/17/2023,57951600,65655200,26659600,4515100,0,21193100,9436000,43253500,24315000,125473600
5/18/2023,65496700,73174100,27014500,3797900,36529200,22943300,10005700,74872500,27276000,109520300
5/19/2023,0,0,0,4305800,40668700,0,8558900,0,27529500,136024200
5/22/2023,43570900,0,29760200,0,28693400,27738500,0,37200000,24115700,132001400
5/23/2023,0,67576300,0,4592300,0,0,0,0,0,0
5/24/2023,45143500,63487900,0,0,0,17724300,6815900,72141900,0,137605100
5/25/2023,56058300,0,0,4102900,0,0,16729600,0,43301700,0
5/26/2023,54835000,96779900,25154700,5612600,71910600,25727200,0,71439700,36630600,162061500
5/30/2023,55964400,0,0,0,54874800,0,10296700,0,0,128818700
5/31/2023,0,0,0,11590200,136243800,25473700,13713500,0,0,150711700
6/1/2023,68901800,54375100,25017700,4136100,0,25609500,7835900,63587300,26773900,148029900
6/2/2023,0,0,19362400,5373900,0,0,0,0,25864000,164129000
6/5/2023,0,47950100,22672500,0,0,20742900,7442000,39609400,21307100,0
6/6/2023,0,45695200,19450100,3298000,42295300,19419000,7023000,0,0,146911600
6/7/2023,0,0,0,5770800,39098000,0,0,0,0,0
